ID,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo
44,0.205,1921,0.965,118,0.278,177067,0.251,0,2.32e-06,0.111,-11.139000000000001,1,25,0.0371,69.90100000000001
45,0.536,1921,0.991,586,0.371,248507,0.0742,0,0.0167,0.385,-20.093,1,25,0.0362,138.376
46,0.752,1921,0.7090000000000001,401,0.516,249652,0.5760000000000001,0,0.226,0.11,-7.197,0,25,0.0303,123.853
47,0.537,1921,0.993,300,0.396,198200,0.158,0,0.738,0.115,-24.309,0,25,0.0734,134.614
48,0.0348,1921,0.8490000000000001,518,0.0663,537733,0.0257,0,0.956,0.0709,-31.134,0,26,0.0472,74.282
49,0.275,1921,0.597,401,0.508,124787,0.5,0,4.49e-06,0.254,-7.805,1,25,0.0345,127.969
50,0.647,1921,0.976,153,0.301,269680,0.233,0,0.205,0.21100000000000002,-24.463,0,25,0.0449,86.27
51,0.5579999999999999,1921,0.996,300,0.655,178347,0.11900000000000001,0,0.474,0.14300000000000002,-22.774,1,25,0.127,106.51100000000001
52,0.19399999999999998,1921,0.983,105,0.213,191200,0.185,0,2.64e-05,0.18899999999999997,-14.138,1,25,0.0372,165.137
53,0.0379,1921,0.992,519,0.24100000000000002,167867,0.109,0,0.853,0.0771,-19.285999999999998,1,30,0.0377,79.97399999999998
54,0.222,1921,0.982,413,0.363,163627,0.12,0,1.75e-05,0.355,-14.037,1,26,0.0452,82.315
55,0.9590000000000001,1921,0.951,369,0.823,169267,0.32899999999999996,0,0.0,0.0646,-12.853,1,25,0.14300000000000002,119.061
56,0.619,1921,0.956,300,0.293,155987,0.23199999999999998,0,0.7120000000000001,0.109,-20.828000000000007,0,25,0.0679,87.417
57,0.524,1921,0.995,300,0.33399999999999996,174960,0.147,0,0.258,0.10099999999999999,-23.214000000000002,1,25,0.0486,135.111
58,0.5379999999999999,1921,0.757,401,0.55,158642,0.515,0,0.0126,0.375,-6.064,0,25,0.0336,123.98299999999999
59,0.233,1921,0.866,561,0.312,141000,0.175,0,0.0,0.366,-14.145,1,25,0.0347,117.609
60,0.07200000000000001,1921,0.9229999999999999,354,0.396,378070,0.3,0,0.61,0.135,-11.767999999999999,1,27,0.0353,110.74600000000001
61,0.23399999999999999,1921,0.992,301,0.251,207800,0.275,0,0.785,0.294,-17.295,0,25,0.0371,94.264
62,0.231,1921,0.653,354,0.727,301357,0.0116,0,3.78e-05,0.204,-32.959,0,27,0.22,132.41299999999998
63,0.574,1921,0.995,23,0.514,172133,0.256,0,0.0,0.349,-15.145,1,25,0.0871,79.467
64,0.18600000000000005,1921,0.9940000000000001,515,0.263,132400,0.0536,0,0.927,0.098,-28.147,1,26,0.0386,129.365
65,0.0769,1921,0.935,354,0.36,414067,0.145,0,0.384,0.0903,-17.269000000000002,0,27,0.0383,110.354
66,0.552,1921,0.9940000000000001,29,0.426,177733,0.226,0,0.0,0.235,-16.125999999999998,1,25,0.0693,73.63
67,0.287,1921,0.988,232,0.341,388867,0.139,0,0.114,0.304,-19.399,1,25,0.0643,68.031
68,0.27399999999999997,1921,0.7929999999999999,401,0.19899999999999998,324859,0.377,0,1.96e-06,0.11199999999999999,-8.668,0,25,0.0421,180.18099999999998
69,0.19699999999999998,1921,0.975,105,0.418,151840,0.0904,0,2.64e-06,0.11199999999999999,-13.870999999999999,1,25,0.0408,52.008
70,0.8909999999999999,1921,0.9940000000000001,407,0.611,160373,0.297,0,0.0,0.42100000000000004,-15.800999999999998,1,26,0.0661,122.476
71,0.19699999999999998,1921,0.987,413,0.423,187360,0.0926,0,2.7399999999999995e-05,0.34299999999999997,-13.854000000000001,1,25,0.0437,105.365
72,0.8170000000000001,1921,0.99,117,0.38,192601,0.525,0,0.94,0.43799999999999994,-12.112,0,25,0.0432,136.156
73,0.0447,1921,0.922,354,0.27,494054,0.266,0,0.802,0.0938,-11.077,1,27,0.0323,100.771
74,0.0358,1921,0.943,354,0.212,416052,0.215,0,0.442,0.1,-13.368,1,27,0.0392,65.926
75,0.115,1921,0.8959999999999999,354,0.47600000000000003,544052,0.677,0,0.644,0.4,-11.628,1,30,0.10800000000000001,116.572
76,0.25,1921,0.478,354,0.28,546033,0.0294,0,0.00569,0.0439,-28.522,0,32,0.0324,106.083
77,0.29,1921,0.465,354,0.758,255378,0.0148,0,1.9399999999999997e-05,0.349,-30.842,0,27,0.133,77.031
78,0.33,1921,0.995,280,0.264,155633,0.287,0,0.935,0.248,-13.323,1,25,0.0356,74.301
79,0.767,1921,0.995,398,0.517,169173,0.271,0,0.0,0.368,-15.487,0,25,0.0551,90.39
80,0.0443,1921,0.982,354,0.316,460069,0.15,0,0.909,0.09300000000000001,-14.79,1,26,0.0333,99.52600000000001
81,0.0515,1921,0.973,514,0.2,673733,0.0916,0,0.875,0.0756,-22.311999999999998,0,25,0.0376,65.211
82,0.43,1921,0.9940000000000001,300,0.382,162907,0.105,0,0.48,0.107,-23.237,0,25,0.0408,91.581
83,0.354,1921,0.985,392,0.314,159467,0.281,0,6.37e-05,0.134,-13.337,0,25,0.0648,78.811
84,0.077,1921,0.9940000000000001,515,0.248,117467,0.0876,0,0.907,0.165,-25.785999999999998,1,25,0.0566,82.025
85,0.192,1921,0.993,345,0.39299999999999996,255800,0.156,0,4.85e-06,0.102,-15.013,1,25,0.0458,136.295
86,0.318,1921,0.991,375,0.305,522667,0.273,0,0.0746,0.377,-16.778,1,25,0.0386,82.801
87,0.282,1921,0.9890000000000001,515,0.384,221013,0.171,0,0.82,0.11599999999999999,-20.476,0,25,0.0319,107.698
88,0.0779,1921,0.588,534,0.341,323840,0.256,1,0.157,0.105,-16.012,1,25,0.0461,121.051
89,0.433,1921,0.987,375,0.544,269547,0.259,0,0.0532,0.139,-17.458,1,25,0.0437,78.29
90,0.716,1921,0.978,261,0.502,158173,0.40299999999999997,0,0.0,0.255,-16.814,1,25,0.466,67.883
91,0.603,1921,0.992,300,0.46399999999999997,196507,0.154,0,0.9,0.11199999999999999,-25.44400000000001,1,25,0.192,85.405
92,0.598,1921,0.995,300,0.496,166280,0.124,0,0.0986,0.231,-21.261,0,25,0.0505,82.85799999999998
93,0.036000000000000004,1921,0.8959999999999999,518,0.16,805400,0.0521,0,0.846,0.114,-23.651999999999997,1,25,0.0398,86.736
94,0.429,1921,0.983,300,0.366,171213,0.231,0,0.905,0.11199999999999999,-24.963,1,25,0.28300000000000003,63.24100000000001
95,0.17300000000000001,1921,0.992,413,0.38,170240,0.11699999999999999,0,1.14e-06,0.105,-13.298,1,25,0.0415,86.493
96,0.21899999999999997,1921,0.672,401,0.40299999999999997,396356,0.385,0,0.000339,0.21100000000000002,-6.5070000000000014,0,25,0.0315,123.839
97,0.919,1921,0.9590000000000001,413,0.8290000000000001,153827,0.33299999999999996,0,0.000362,0.0841,-11.895,1,25,0.10300000000000001,132.606
98,0.451,1921,0.995,300,0.5920000000000001,168053,0.0322,0,0.0573,0.297,-25.844,0,25,0.209,69.958
99,0.406,1921,0.447,534,0.708,279171,0.544,1,0.0375,0.0733,-8.124,1,25,0.0316,120.0
100,0.657,1921,0.995,488,0.42100000000000004,187933,0.231,0,2.62e-06,0.273,-15.493,1,25,0.0528,82.76899999999998
101,0.212,1921,0.941,118,0.24100000000000002,196307,0.27399999999999997,0,7.53e-06,0.0984,-9.75,0,25,0.0297,90.773
102,0.28600000000000003,1921,0.9940000000000001,501,0.36200000000000004,182335,0.315,0,0.636,0.38,-14.110999999999999,1,25,0.0646,91.551
103,0.46299999999999997,1921,0.992,407,0.546,159160,0.275,0,0.0,0.22399999999999998,-18.119,1,25,0.309,80.57
104,0.18600000000000005,1921,0.9940000000000001,515,0.263,132400,0.0536,0,0.927,0.098,-28.147,1,25,0.0386,129.365
105,0.0718,1921,0.941,354,0.314,524069,0.209,0,0.473,0.0979,-14.655,1,27,0.033,107.781
106,0.511,1921,0.95,105,0.607,163200,0.138,0,0.0,0.114,-15.683,1,25,0.157,113.28200000000001
107,0.272,1921,0.10400000000000001,534,0.605,133669,0.32899999999999996,1,0.0923,0.33399999999999996,-11.636,0,25,0.0354,79.934
108,0.9179999999999999,1921,0.8340000000000001,118,0.6609999999999999,167027,0.489,0,0.0,0.18600000000000005,-11.043,1,26,0.10300000000000001,125.023
109,0.637,1921,0.993,300,0.3670000000000001,174827,0.192,0,0.9470000000000001,0.152,-23.92,1,25,0.29600000000000004,83.11
110,0.775,1921,0.996,398,0.526,153973,0.247,0,0.0,0.11599999999999999,-13.68,1,25,0.0483,83.837
111,0.0944,1921,0.9640000000000001,354,0.271,490057,0.285,0,0.948,0.105,-12.915999999999999,1,27,0.0342,127.93799999999999
112,0.0513,1921,0.99,512,0.158,355200,0.0135,0,0.789,0.0761,-31.06,1,25,0.038,67.377
113,0.7290000000000001,1921,0.986,185,0.509,187493,0.16,0,0.0,0.11599999999999999,-12.68,1,25,0.0572,109.296
114,0.73,1921,0.948,300,0.348,163533,0.345,0,0.856,0.11,-21.624000000000002,0,25,0.0654,65.854
115,0.0513,1921,0.99,512,0.158,355200,0.0135,0,0.789,0.0761,-31.06,1,26,0.038,67.372
116,0.484,1921,0.9940000000000001,352,0.508,262720,0.147,0,0.000828,0.24100000000000002,-18.392,1,25,0.0487,128.518
117,0.589,1921,0.9940000000000001,525,0.355,151200,0.19899999999999998,0,0.000154,0.23600000000000002,-16.714000000000002,1,25,0.053,173.13
118,0.374,1921,0.988,448,0.301,240533,0.0953,0,0.0757,0.374,-18.424,1,25,0.0314,75.179
119,0.0308,1921,0.987,510,0.292,385667,0.0769,0,0.873,0.067,-24.999000000000002,1,25,0.0393,69.601
120,0.18899999999999997,1921,0.9520000000000001,464,0.32,189373,0.249,0,0.000424,0.12,-9.853,1,26,0.0342,93.765
121,0.0379,1921,0.992,519,0.24100000000000002,167867,0.109,0,0.853,0.0771,-19.285999999999998,1,25,0.0377,79.97399999999998
122,0.0388,1921,0.9670000000000001,354,0.39,354064,0.13,0,0.867,0.183,-15.466,1,26,0.0355,115.774
123,0.574,1921,0.988,157,0.624,180227,0.13,0,0.0,0.32299999999999995,-15.988,1,25,0.17,78.28
124,0.45799999999999996,1921,0.9940000000000001,586,0.38,220867,0.304,0,0.6809999999999999,0.4,-18.47,1,25,0.0451,147.681
125,0.0515,1921,0.973,514,0.2,673733,0.0916,0,0.875,0.0756,-22.311999999999998,0,27,0.0376,65.211
126,0.036000000000000004,1921,0.8959999999999999,518,0.16,805400,0.0521,0,0.846,0.114,-23.651999999999997,1,27,0.0398,86.736
127,0.0542,1921,0.951,354,0.255,454060,0.192,0,0.0381,0.245,-15.753,1,27,0.0379,98.729
128,0.191,1921,0.0169,534,0.713,224287,0.42,1,0.488,0.107,-11.957,0,25,0.0322,119.973
129,0.6829999999999999,1921,0.589,401,0.625,199393,0.5870000000000001,0,0.0,0.40399999999999997,-7.0520000000000005,0,25,0.0353,136.951
130,0.64,1921,0.16699999999999998,401,0.623,244898,0.655,0,0.00418,0.0891,-7.54,0,25,0.0425,126.859
131,0.37799999999999995,1921,0.995,416,0.39799999999999996,211851,0.162,0,0.799,0.375,-18.142,0,25,0.24100000000000002,71.59899999999998
132,0.0308,1921,0.987,510,0.292,385667,0.0769,0,0.873,0.067,-24.999000000000002,1,29,0.0393,69.601
133,0.0737,1921,0.693,354,0.29,380056,0.28300000000000003,0,0.46,0.142,-12.114,1,26,0.0349,129.828
134,0.759,1921,0.995,261,0.561,154000,0.3670000000000001,0,0.0,0.34,-15.549000000000001,1,25,0.354,75.554
135,0.667,1921,0.995,300,0.32299999999999995,162333,0.111,0,0.7809999999999999,0.102,-24.570999999999998,0,25,0.0418,99.34899999999999
136,0.792,1921,0.95,413,0.6679999999999999,165907,0.2,0,0.0,0.153,-14.985,1,26,0.157,140.791
137,0.306,1921,0.995,153,0.456,252467,0.0923,0,0.0526,0.275,-18.975,1,25,0.0374,76.428
138,0.061,1921,0.977,354,0.27699999999999997,464065,0.14300000000000002,0,0.885,0.159,-13.089,1,26,0.0302,99.40700000000001
139,0.551,1921,0.9,143,0.371,162467,0.45399999999999996,0,0.0,0.332,-15.690999999999999,1,25,0.0781,110.56700000000001
140,0.0515,1921,0.971,354,0.264,448052,0.22,0,0.922,0.0894,-13.305,1,27,0.0328,111.811
141,0.5329999999999999,1921,0.995,300,0.374,144827,0.122,0,0.8809999999999999,0.10099999999999999,-25.462,0,25,0.0981,69.889
142,0.0494,1921,0.9159999999999999,354,0.261,496065,0.16399999999999998,0,0.0574,0.10400000000000001,-11.019,1,26,0.0331,105.664
143,0.3,1921,0.772,10,0.56,249370,0.313,0,4.52e-06,0.115,-8.346,0,25,0.0376,107.501
144,0.0348,1921,0.8490000000000001,518,0.0663,537733,0.0257,0,0.956,0.0709,-31.134,0,25,0.0472,74.282
145,0.6579999999999999,1921,0.993,252,0.528,181293,0.355,0,0.0362,0.275,-16.665,1,25,0.0676,95.69
146,0.6890000000000001,1921,0.995,398,0.408,138600,0.242,0,1.31e-05,0.546,-16.625999999999998,1,25,0.0722,79.072
147,0.534,1921,0.995,300,0.5870000000000001,184200,0.158,0,0.22399999999999998,0.69,-22.643,1,25,0.20800000000000002,130.317
148,0.659,1921,0.996,300,0.514,139507,0.127,0,0.958,0.109,-26.264,1,25,0.0688,69.873
149,0.512,1921,0.9840000000000001,252,0.441,139533,0.2,0,0.598,0.17800000000000002,-19.762999999999998,1,25,0.0392,124.762
150,0.127,1922,0.674,576,0.645,126903,0.445,0,0.7440000000000001,0.151,-13.338,1,33,0.451,104.851
151,0.457,1922,0.9940000000000001,300,0.434,181640,0.177,0,0.0218,0.212,-21.18,1,25,0.0512,130.418
152,0.397,1922,0.995,300,0.321,176907,0.0946,0,0.9179999999999999,0.10400000000000001,-27.961,1,25,0.0504,169.98
153,0.727,1922,0.965,159,0.51,134467,0.355,0,0.0,0.155,-12.833,1,25,0.124,85.75399999999998
154,0.654,1922,0.993,407,0.563,161427,0.184,0,1.55e-05,0.325,-13.757,1,25,0.0512,133.088
155,0.544,1922,0.62,275,0.488,310073,0.475,0,0.00645,0.107,-16.222,0,25,0.0399,139.952
156,0.612,1922,0.996,300,0.5479999999999999,181173,0.0391,0,0.9329999999999999,0.14800000000000002,-23.228,1,25,0.153,75.595
157,0.402,1922,0.521,576,0.298,157333,0.46,0,0.856,0.436,-18.645,1,25,0.45299999999999996,87.921
158,0.897,1922,0.995,373,0.703,186800,0.28,0,6.840000000000001e-05,0.163,-15.39,1,25,0.174,127.531
159,0.84,1922,0.9670000000000001,228,0.7090000000000001,172027,0.289,0,0.0,0.11900000000000001,-14.978,1,25,0.18,107.515
160,0.414,1922,0.996,580,0.35200000000000004,188000,0.33399999999999996,0,0.00746,0.36,-13.038,1,25,0.0594,76.403
161,0.753,1922,0.985,300,0.37,153533,0.3720000000000001,0,0.000681,0.929,-17.137999999999998,1,25,0.0865,159.66899999999995
162,0.215,1922,0.996,314,0.335,180933,0.304,0,0.0832,0.102,-14.062000000000001,1,25,0.0506,76.57600000000002
163,0.21899999999999997,1922,0.9940000000000001,300,0.33899999999999997,181440,0.0958,0,0.9690000000000001,0.12300000000000001,-26.94400000000001,1,25,0.053,86.279
164,0.546,1922,0.972,17,0.5820000000000001,168000,0.152,0,0.0,0.31,-13.742,1,25,0.0914,95.779
165,0.4,1922,0.9940000000000001,370,0.42,180800,0.28800000000000003,0,0.00021600000000000002,0.196,-14.005,1,30,0.0701,139.575
166,0.38299999999999995,1922,0.9940000000000001,300,0.373,150160,0.17600000000000002,0,0.866,0.157,-22.045,0,25,0.0703,106.595
167,0.7659999999999999,1922,0.993,463,0.5920000000000001,180400,0.408,0,1.54e-06,0.413,-11.585,0,25,0.271,81.126
168,0.568,1922,0.992,463,0.55,177400,0.31,0,0.0,0.204,-15.423,0,25,0.168,125.829
169,0.33,1922,0.996,300,0.48200000000000004,145627,0.0283,0,0.77,0.0989,-23.414,0,25,0.0732,77.642
170,0.414,1922,0.9740000000000001,300,0.273,168107,0.318,0,0.163,0.778,-18.597,1,25,0.0694,74.542
171,0.623,1922,0.993,300,0.373,194200,0.244,0,0.0478,0.214,-22.711,1,25,0.0538,115.51
172,0.40700000000000003,1922,0.996,300,0.462,171013,0.11900000000000001,0,0.88,0.0773,-20.938000000000002,0,25,0.0793,122.895
173,0.508,1922,0.995,398,0.532,204773,0.375,0,1.22e-06,0.276,-13.321,1,25,0.298,80.37899999999998
174,0.28600000000000003,1922,0.992,300,0.45799999999999996,141440,0.17800000000000002,0,0.8170000000000001,0.413,-18.754,1,25,0.0614,69.128
175,0.575,1922,0.9940000000000001,130,0.52,164600,0.262,0,0.000852,0.22699999999999998,-12.619000000000002,0,25,0.132,69.125
176,0.431,1922,0.9890000000000001,407,0.4270000000000001,223440,0.18,0,0.0,0.128,-15.375,1,25,0.067,78.459
177,0.6709999999999999,1922,0.996,580,0.457,145400,0.193,0,0.348,0.0809,-16.816,1,25,0.0655,177.097
178,0.792,1922,0.626,319,0.491,111256,0.439,0,0.0,0.321,-11.356,0,25,0.105,180.653
179,0.409,1922,0.995,300,0.23600000000000002,169853,0.124,0,0.981,0.149,-22.971,1,25,0.0515,71.524
180,0.4370000000000001,1922,0.995,300,0.43,138587,0.168,0,0.9279999999999999,0.24600000000000002,-19.558,1,25,0.0622,58.863
181,0.648,1922,0.995,300,0.545,180253,0.268,0,0.92,0.11199999999999999,-23.029,1,25,0.191,126.61399999999999
182,0.701,1922,0.991,17,0.467,156960,0.32799999999999996,0,1.57e-05,0.0705,-13.227,1,25,0.0354,87.132
183,0.636,1922,0.996,300,0.484,155093,0.0558,0,0.278,0.20199999999999999,-25.33,0,25,0.0575,99.555
184,0.7490000000000001,1922,0.981,300,0.218,151040,0.39399999999999996,0,0.301,0.505,-19.492,0,25,0.0388,82.287
185,0.396,1922,0.9259999999999999,576,0.634,87040,0.00399,0,0.919,0.105,-29.97300000000001,0,25,0.0377,79.895
186,0.659,1922,0.99,300,0.5429999999999999,130987,0.424,0,0.0379,0.861,-18.425,1,25,0.26899999999999996,68.567
187,0.344,1922,0.9940000000000001,300,0.36,153133,0.0954,0,0.726,0.107,-24.17,0,25,0.064,76.3
188,0.5429999999999999,1922,0.995,300,0.431,183720,0.2,0,0.821,0.139,-23.557,0,25,0.0322,108.65
189,0.40700000000000003,1922,0.996,300,0.564,159800,0.053,0,0.927,0.11699999999999999,-25.041,0,25,0.127,140.216
190,0.56,1922,0.992,17,0.4970000000000001,176000,0.218,0,0.0,0.311,-13.547,1,25,0.0345,88.412
191,0.8959999999999999,1922,0.996,300,0.527,177773,0.142,0,0.907,0.113,-20.701,0,25,0.0612,126.70200000000001
192,0.601,1922,0.9790000000000001,261,0.564,187040,0.433,0,3.74e-06,0.226,-14.619000000000002,0,25,0.35600000000000004,72.003
193,0.552,1922,0.996,300,0.53,183027,0.147,0,0.894,0.114,-22.26,1,25,0.0663,69.45100000000001
194,0.83,1922,0.993,300,0.38799999999999996,160267,0.20199999999999999,0,0.917,0.111,-26.173000000000002,1,25,0.0517,181.105
195,0.9690000000000001,1922,0.987,228,0.716,151573,0.301,0,0.0,0.27699999999999997,-14.07,1,25,0.105,129.153
196,0.708,1922,0.996,300,0.541,161080,0.161,0,0.907,0.129,-21.25,1,25,0.094,143.105
197,0.62,1922,0.995,157,0.5539999999999999,183840,0.204,0,1.24e-06,0.153,-14.764000000000001,1,25,0.0598,97.337
198,0.562,1922,0.9940000000000001,300,0.442,174453,0.177,0,0.0008960000000000002,0.491,-19.632,1,25,0.0571,128.395
199,0.413,1922,0.996,300,0.45,190653,0.0522,0,0.929,0.158,-29.357,0,25,0.0583,72.40100000000002
200,0.105,1922,0.19899999999999998,576,0.657,40000,0.325,0,0.856,0.0931,-14.319,0,25,0.254,81.944
201,0.6829999999999999,1922,0.996,300,0.493,155653,0.0763,0,0.909,0.16899999999999998,-25.843000000000004,1,25,0.0612,75.313
202,0.42,1922,0.996,300,0.53,164653,0.0468,0,0.937,0.0982,-24.855999999999998,0,25,0.0853,129.602
203,0.138,1922,0.14400000000000002,576,0.644,104400,0.684,0,0.802,0.0847,-8.247,1,25,0.19899999999999998,100.031
204,0.8079999999999999,1922,0.9840000000000001,261,0.625,192933,0.35,0,0.0,0.0988,-15.915999999999999,1,25,0.312,81.567
205,0.564,1922,0.995,300,0.43,151027,0.155,0,0.9520000000000001,0.20199999999999999,-26.685,0,25,0.11599999999999999,96.58
206,0.515,1922,0.996,300,0.366,159800,0.0749,0,0.924,0.11699999999999999,-26.34,1,25,0.0806,90.969
207,0.48100000000000004,1922,0.995,407,0.511,208267,0.20600000000000002,0,0.0,0.418,-15.514000000000001,1,25,0.0592,70.443
208,0.34700000000000003,1922,0.995,300,0.496,139760,0.158,0,0.638,0.20600000000000002,-18.494,1,25,0.0423,79.87100000000002
209,0.528,1922,0.98,300,0.42200000000000004,179813,0.561,0,3.41e-06,0.966,-18.573,0,25,0.461,121.542
210,0.5870000000000001,1922,0.996,300,0.493,158587,0.0997,0,0.48100000000000004,0.192,-23.445999999999998,1,25,0.0607,127.023
211,0.67,1922,0.996,314,0.6559999999999999,120760,0.28300000000000003,0,0.0059700000000000005,0.155,-14.113,1,25,0.191,126.085
212,0.312,1922,0.985,300,0.313,186200,0.102,0,0.97,0.102,-30.026,0,25,0.0436,67.575
213,0.509,1922,0.98,300,0.425,178373,0.308,0,0.0,0.631,-21.085,0,25,0.0534,64.738
214,0.41200000000000003,1922,0.474,576,0.6509999999999999,172803,0.574,0,0.713,0.0597,-11.999,0,25,0.10400000000000001,99.87799999999999
215,0.255,1922,0.992,300,0.32299999999999995,164320,0.106,0,0.9179999999999999,0.182,-25.138,1,25,0.0483,71.432
216,0.635,1922,0.995,300,0.47600000000000003,155253,0.131,0,0.929,0.102,-29.575,0,25,0.0523,69.40899999999999
217,0.5589999999999999,1922,0.993,300,0.35700000000000004,172800,0.244,0,0.0455,0.27399999999999997,-21.2,1,25,0.0478,72.51
